"","ID","lugar_emplazamiento_propiedad","denominacion","espacio_de_memoria","ubicacion","lon","lat"
"1",1,"POLICÍA FEDERAL","OLIMPO",TRUE,"RAMÓN FALCÓN 4151 · Vélez Sarsfield · CAPITAL FEDERAL                                                                 DIVISIÓN AUTOMOTORES DE LA POLICÍA FEDERAL",-58.3877888,-34.612964
"2",2,"EJÉRCITO","LA PERLA",TRUE,"Ruta Nac. Nº 20 Km 12 · MALAGUEÑO · SANTA MARÍA · CÓRDOBA                          EX DEPCIAS. DEL ARMA BRIGADA DE CABALLERÍA AEROTRANSPORTADA (CUERPO DE EJÉRCITO III)",-64.3517688,-31.4609319
"3",3,"ARMADA","ESCUELA DE MECÁNICA DE LA ARMADA (ESMA)                                                         UNIDAD DE COMANDO ÁREA IIIA",TRUE,"Av. DEL LIBERTADOR 8151 · Núñez · CAPITAL FEDERAL",-58.4640528,-34.5399874
"4",4,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE VILLA LAS ROSAS",FALSE,"Av. HIPÓLITO YRIGOYEN 841 · Villa las Rosas · SALTA · CAPITAL · SALTA",-65.3965808,-24.8072885
"5",5,"POLICÍA PROVINCIAL","EL BANCO",FALSE,"Autopista RICCHIERI (a 400 m de Camino de Cintura) · CIUDAD EVITA · LA MATANZA · BUENOS AIRES DIVISIÓN CUATRERISMO (AGRUPACIÓN ""GÜEMES"")",-58.284482,-34.7758363
"6",6,"EJÉRCITO","COMPAÑÍA DE COMUNICACIONES DE MONTAÑA 8 / CDO. DE BRIGADA DE INFANTERÍA DE MONTAÑA VIII                          UNIDAD DE COMANDO DE SUBZONA 33",FALSE,"BOULOGNE SUR MER y JOAQUÍN V. GONZÁLEZ · MENDOZA · CAPITAL · MENDOZA",-68.8601399,-32.8811119
"7",7,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL DE CORONDA",FALSE,"CORONDA · SAN JERÓNIMO · SANTA FE",-60.920606,-31.9734931
"8",8,"POLICÍA PROVINCIAL","COMISARÍA 14ª DE ROSARIO",FALSE,"MARCOS PAZ 6650 (o HUMBERTO PRIMO 1782) · ROSARIO · SANTA FE",-60.711875,-32.9389649
"9",9,"POLICÍA PROVINCIAL","DIVISIÓN CUATRERISMO (DESTACAMENTO DE ARANA)",TRUE,"Calle 640 y 131 · ARANA · LA PLATA · BUENOS AIRES",-57.8411844,-34.9546392
"10",10,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE LANÚS / EL INFIERNO",TRUE,"12 DE OCTUBRE 234 · AVELLANEDA · BUENOS AIRES",-58.3588679,-34.6624321
"11",13,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE LA POLICÍA DE SANTA FE / SERVICIO DE INFORMACIONES (D-2)",FALSE,"OBISPO GELABERT esq. SAN MARTÍN · SANTA FE · LA CAPITAL · SANTA FE",-60.7035927,-31.6368009
"12",14,"SERVICIO PENITENCIARIO PROVINCIAL","ALCAIDÍA DE RESISTENCIA",FALSE,"USHUAIA s/nº · Villa Barberán · RESISTENCIA · SAN FERNANDO · CHACO",-68.3029511,-54.8019121
"13",15,"POLICÍA FEDERAL","COMISARÍA 26ª DE CAPITAL FEDERAL",FALSE,"Av. MONTES DE OCA 861 · Barracas · CAPITAL FEDERAL",-58.3751496,-34.6382623
"14",16,"SERVICIO PENITENCIARIO FEDERAL","UNIDAD PENAL 1 ""CASEROS""",FALSE,"Av. CASEROS entre PICHINCHA y PASCO · Parque Patricios · CAPITAL FEDERAL",-58.3948151,-34.6351226
"15",18,"ARMADA","BATALLÓN DE INFANTERÍA DE MARINA 3                                                                                                               UNIDAD DE COMANDO ÁREA FT5",FALSE,"Calles 122 y 51 · DIQUE Nº 1 (EL DIQUE) · ENSENADA · BUENOS AIRES",-57.9290615,-34.8984843
"16",22,"SERVICIO PENITENCIARIO FEDERAL","UNIDAD PENAL 2 ""DEVOTO""",FALSE,"BERMÚDEZ 2651 · Villa Devoto · CAPITAL FEDERAL",-58.5149404,-34.6151101
"17",23,"ARMADA","BASE NAVAL ""MAR DEL PLATA"" (AGRUPACIÓN DE BUZOS TÁCTICOS)                                                   UNIDAD DE COMANDO ÁREA FT6",FALSE,"Av. MARTÍNEZ DE HOZ y Av. 12 DE OCTUBRE (Antepuerto) · MAR DEL PLATA · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5939337,-38.0071026
"18",24,"FUERZA AÉREA","LA CUEVA (BASE AÉREA MILITAR)                                                                                 UNIDAD DE COMANDO ÁREA FAA",FALSE,"Ruta Nac. Nº 2 Km 400 · MAR DEL PLATA · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5780977,-37.964494
"19",26,"ARMADA","BASE DE INFANTERÍA DE MARINA ""BATERÍAS"" (BATERÍA VII)",FALSE,"BNIM BATERÍAS · CNEL. DE MARINA L. ROSALES · BUENOS AIRES",-58.5253155,-34.6447029
"20",29,"ARMADA","BASE AERONAVAL ""ALMIRANTE ZAR""",TRUE,"Ruta Nac. Nº 3 s/nº _ acceso por · TRELEW · RAWSON · CHUBUT",-58.518575,-34.6624842
"21",30,"FUERZA AÉREA","BRIGADA AÉREA VI ""TANDIL""",FALSE,"TANDIL · BUENOS AIRES",-59.1367167,-37.3287999
"22",31,"EJÉRCITO","REGIMIENTO DE INFANTERÍA 3                                                                                     UNIDAD DE COMANDO ÁREA 112",FALSE,"Camino de Cintura y Av. INT. CROVARA · LA TABLADA · LA MATANZA · BUENOS AIRES",-58.5414235,-34.6997068
"23",32,"ESTABLECIMIENTO EDUCATIVO","HOGAR ESCUELA ""PABLO PIZZURNO""",FALSE,"Av. VÉLEZ SARSFIELD 2900 · CÓRDOBA · CAPITAL · CÓRDOBA",-64.1983888,-31.4452196
"24",33,"POLICÍA PROVINCIAL","BRIGADA DE SAN JUSTO",FALSE,"SALTA 2450 (lindante a Comisaría 1ª) · SAN JUSTO · LA MATANZA · BUENOS AIRES                      BRIGADA DE INVESTIGACIONES DE SAN JUSTO",-58.5625936,-34.6764018
"25",34,"EJÉRCITO","GRANJA ""LA AMALIA""",FALSE,"EUROPA s/nº (y Av. ARTURO ILLIA) · SAN LUIS · LA CAPITAL · SAN LUIS",-66.3472541,-33.2995092
"26",35,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE CASEROS",FALSE,"DR. AMADEO SABATTINI 4447 · CASEROS · TRES DE FEBRERO · BUENOS AIRES",-58.5578293,-34.6023892
"27",38,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE MARTÍNEZ",FALSE,"JUNCAL 46 · MARTÍNEZ · SAN ISIDRO · BUENOS AIRES",-58.5029355,-34.4872154
"28",39,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE LAS FLORES",TRUE,"AVELLANEDA 705 · LAS FLORES · BUENOS AIRES",-58.4409902,-34.6148162
"29",40,"POLICÍA PROVINCIAL","DIRECCIÓN DE INVESTIGACIONES DE LA POLICÍA DEL CHACO (1976-1978)",TRUE,"MARCELO T. DE ALVEAR 32 · RESISTENCIA · SAN FERNANDO · CHACO",-58.9857195,-27.4498748
"30",41,"FUERZA AÉREA","BRIGADA AÉREA VII ""MORÓN""                                                                                                   UNIDAD DE COMANDO SUBZONA 16 Y ÁREA 160",FALSE,"Av. PIERRASTEGUI entre A. PACHE y CNEL. ARENA · CASTELAR · MORÓN · BUENOS AIRES",-58.6365089,-34.6864662
"31",42,"POLICÍA PROVINCIAL","POZO DE BANFIELD",TRUE,"SICILIANO y VERNET · BANFIELD · LOMAS DE ZAMORA · BUENOS AIRES                           BRIGADA DE HOMICIDIOS (EX DIRECCIONES DE SEGURIDAD, INVESTIGACIONES E INTELIGENCIA)",-58.3917316,-34.7446112
"32",43,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE SAN NICOLÁS",FALSE,"LEANDRO N. ALEM 114 · SAN NICOLÁS DE LOS ARROYOS · SAN NICOLÁS · BUENOS AIRES",-60.2120019,-33.3302344
"33",44,"POLICÍA PROVINCIAL","POZO DE QUILMES",FALSE,"ALLISON BELL s/nº (esq. GARIBALDI) · QUILMES · BUENOS AIRES                                                                      BRIGADA DE INVESTIGACIONES DE QUILMES",-58.2546051,-34.7206336
"34",45,"POLICÍA PROVINCIAL","BRIGADA DE DOLORES",FALSE,"DOLORES · BUENOS AIRES                                                                         DESTACAMENTO CUATRERISMO DE LA POLICÍA DE LA PCIA. DE BUENOS AIRES",-57.6753107,-36.3152317
"35",46,"ARMADA","BARCO ""TREINTA Y TRES ORIENTALES""",FALSE,"Puerto Nuevo · CAPITAL FEDERAL",-58.3620561,-34.6177194
"36",47,"ARMADA","BARCO ""BAHÍA AGUIRRE""",FALSE,"Puerto Nuevo · CAPITAL FEDERAL",-58.3620561,-34.6177194
"37",49,"POLICÍA PROVINCIAL","COMISARÍA 3ª DE AVELLANEDA (DOCK SUD)",FALSE,"Av. DEBENEDETTI 1700 · DOCK SUD · AVELLANEDA · BUENOS AIRES",-58.3436437,-34.6542139
"38",50,"POLICÍA FEDERAL","CLUB ATLÉTICO",TRUE,"Av. PASEO COLÓN entre Av. SAN JUAN y COCHABAMBA · San Telmo · CAPITAL FEDERAL",-58.3684382,-34.6216824
"39",54,"ESTABLECIMIENTO PRIVADO","BASE MILITAR EN CASPINCHANGO",FALSE,"CASPINCHANGO · MONTEROS · TUCUMÁN",-65.4976944,-27.0722187
"40",57,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 5 DE MERCEDES",FALSE,"Calle 27 Nº 1174 (entre 48 y 50) · MERCEDES · BUENOS AIRES",-58.3815591,-34.6036844
"41",59,"EJÉRCITO","CASA DEL CILINDRO",FALSE,"Ruta Nac. Nº 197, ING. HUERGO y vías del FCGMB · LOS POLVORINES · MALVINAS ARGENTINAS (ex GRAL. SARMIENTO) · BUENOS AIRES                     COMPAÑÍA DE COMUNICACIONES 601",-58.6937395,-34.4970438
"42",64,"POLICÍA PROVINCIAL","CUARTEL DE BOMBEROS DE SAN RAFAEL",FALSE,"INDEPENDENCIA al 300 · SAN RAFAEL · MENDOZA",-68.3231081,-34.622608
"43",67,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE SALTA",FALSE,"LERMA entre LA RIOJA y SAN LUIS (frente a Club Juventud Antoniana) · SALTA · CAPITAL · SALTA",-65.4073948,-24.7982831
"44",68,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE SAN ISIDRO",FALSE,"ALSINA 90 · SAN ISIDRO · BUENOS AIRES",-58.5164058,-34.4725227
"45",69,"POLICÍA PROVINCIAL","COMISARÍA DE CAMPANA",FALSE,"RAWSON 362 (entre MITRE y 9 DE JULIO) · CAMPANA · BUENOS AIRES",-58.3817658,-34.6073533
"46",70,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE QUILMES (BERNAL)",FALSE,"25 DE MAYO 87 · BERNAL · QUILMES · BUENOS AIRES",-58.2833459,-34.7106558
"47",71,"POLICÍA PROVINCIAL","COMISARÍA 6ª DE ALTE. BROWN (CLAYPOLE)",FALSE,"FRANCISCO BOLLINI 650 · CLAYPOLE · ALTE. BROWN · BUENOS AIRES",-58.3338868,-34.7982169
"48",73,"POLICÍA PROVINCIAL","COMISARÍA 6ª DE LOMAS DE ZAMORA (SAN JOSÉ)",FALSE,"LA GOLONDRINA 2950 · SAN JOSÉ · LOMAS DE ZAMORA · BUENOS AIRES",-58.3606817,-34.7655156
"49",74,"SIN ESTABLECER PROPIEDAD","EL CAÑO / LA CASITA",FALSE,"Zona portuaria (en inmed. de Comisaría 46ª de la PFA) · Retiro · CAPITAL FEDERAL INSTALACIONES SIN ESPECIFICAR DE PFA O PREFECTURA",-58.4360766,-34.6196177
"50",76,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE GRAL. SARMIENTO (BELLA VISTA)",FALSE,"Av. SAN MARTÍN 1928 (dirección actual) · BELLA VISTA · SAN MIGUEL (ex GRAL. SARMIENTO) · BUENOS AIRES",-58.6899874,-34.5649934
"51",77,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE MORENO",FALSE,"GRAL. MANUEL BELGRANO 588 · MORENO · BUENOS AIRES",-58.7864756,-34.6438708
"52",78,"POLICÍA PROVINCIAL","LA CACHA",FALSE,"Av. 53 y Ruta Prov. Nº 36 (ex planta transm. de Radio Provincia contigua a UP 8) · L. OLMOS · LA PLATA · BUENOS AIRES SECCIÓN PERROS DE LA POLICÍA DE LA PCIA. DE BUENOS AIRES",NA,NA
"53",79,"FUERZA AÉREA","BRIGADA AÉREA I ""EL PALOMAR""                                                                                                UNIDAD DE COMANDO SUBZONA 16 Y ÁREA 161",FALSE,"Av. TTE. MATIENZO y vías del FCGSM · EL PALOMAR · MORÓN · BUENOS AIRES",-58.5946758,-34.5971735
"54",82,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 8 DE OLMOS",FALSE,"Av. 53 y Ruta Prov. Nº 36 · LISANDRO OLMOS · LA PLATA · BUENOS AIRES",-57.9530439,-34.9209041
"55",84,"POLICÍA PROVINCIAL","COMISARÍA 3ª DE LANÚS (VALENTÍN ALSINA)",FALSE,"YATAY 553 · VALENTÍN ALSINA · LANÚS · BUENOS AIRES",-58.412146,-34.6673295
"56",85,"POLICÍA PROVINCIAL","COMISARÍA 3ª DE QUILMES",FALSE,"Av. 12 DE OCTUBRE 55 (esq. GRAN CANARIA) · QUILMES · BUENOS AIRES",-58.2598717,-34.727504
"57",86,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE SAN MARTÍN",FALSE,"9 DE JULIO 165 · GRAL. SAN MARTÍN · BUENOS AIRES",-60.9135361,-35.4579701
"58",87,"POLICÍA PROVINCIAL","COMISARÍA 5ª DE ALTE. BROWN (RAFAEL CALZADA)",FALSE,"DARDO ROCHA y AGÜERO · RAFAEL CALZADA · ALTE. BROWN · BUENOS AIRES",-58.3563429,-34.7982178
"59",88,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE SAN FERNANDO",FALSE,"Av. PTE. PERÓN 1052 · SAN FERNANDO · BUENOS AIRES",-58.5561901,-34.4401653
"60",89,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE ESCOBAR",FALSE,"Av. EUGENIA TAPIA DE CRUZ y ALBERDI · BELÉN DE ESCOBAR · ESCOBAR · BUENOS AIRES",-58.7990648,-34.3514838
"61",90,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE AVELLANEDA (PIÑEYRO)",FALSE,"JOSÉ GIRIBONE 495 · PIÑEYRO · AVELLANEDA · BUENOS AIRES",-58.3779855,-34.6617842
"62",91,"POLICÍA PROVINCIAL","COMISARÍA 6ª DE AVELLANEDA (VILLA ECHENAGUCÍA)",FALSE,"CARABELAS 1151 · Villa Echenagucía · GERLI · AVELLANEDA · BUENOS AIRES",-58.3531409,-34.7024654
"63",92,"ESTABLECIMIENTO PRIVADO","TIRO FEDERAL DE SANTA FE",FALSE,"URQUIZA 751 · SANTA FE · LA CAPITAL · SANTA FE",-60.7190886,-31.6654386
"64",93,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE TRES DE FEBRERO (CIUDADELA)",FALSE,"GACETA DE BUENOS AIRES 4080 · CIUDADELA · TRES DE FEBRERO · BUENOS AIRES",-58.5429481,-34.6380143
"65",94,"PARTICULAR (VIVIENDA O SIMILAR)","QUINTA DE FUNES",FALSE,"Ruta Nac. Nº 9 y SAN JOSÉ · FUNES · ROSARIO · SANTA FE",-60.7995118,-32.9230415
"66",95,"ESTATAL","EL REFORMATORIO",FALSE,"RIVADAVIA y Av. LAS BASES (FCO. DE AGUIRRE) · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN",-65.1978,-26.7943878
"67",97,"ARMADA","ESCUELA DE SUBOFICIALES DE INFANTERÍA DE MARINA (ESIM)",TRUE,"Av. MARTÍNEZ DE HOZ al 3700 · PUNTA MOGOTES · GRAL. PUEYRREDÓN · BUENOS AIRES",-57.5468756,-38.0670937
"68",98,"POLICÍA PROVINCIAL","COT 1 ""MARTÍNEZ""",FALSE,"Av. DEL LIBERTADOR 14237 · MARTÍNEZ · SAN ISIDRO · BUENOS AIRES                         DESTACAMENTO 16 (DIVISIÓN CAMINEROS) DE LA POLICÍA DE LA PCIA. DE BUENOS AIRES",-58.4918023,-34.4810814
"69",99,"SERVICIO PENITENCIARIO FEDERAL","UNIDAD PENAL 10 DE FORMOSA",FALSE,"Av. 25 DE MAYO 401 · FORMOSA · FORMOSA",-58.1685684,-26.1835119
"70",101,"POLICÍA PROVINCIAL","DESTACAMENTO CAMINERO EN PILAR",FALSE,"Puente del Río Segundo · PILAR · RÍO SEGUNDO · CÓRDOBA",-63.9058453,-31.650785
"71",102,"GENDARMERÍA NACIONAL","ESCUADRÓN 7 ""PASO DE LOS LIBRES"" DE GENDARMERÍA NACIONAL",FALSE,"FÉLIX M. GÓMEZ y TEÓFILO NIVEIRO · PASO DE LOS LIBRES · CORRIENTES",-57.0959889,-29.7065131
"72",104,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE BUENOS AIRES",FALSE,"Calle 2 entre 51 y 53 · LA PLATA · BUENOS AIRES",-57.9439363,-34.9116348
"73",105,"POLICÍA PROVINCIAL","UNIDAD REGIONAL II DE LANÚS",FALSE,"JUNCAL y ANATOLE FRANCE (o JUNCAL 1657) · LANÚS ESTE · LANÚS · BUENOS AIRES",-58.3821232,-34.7020657
"74",106,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE AVELLANEDA (SARANDÍ)",FALSE,"VILLA DE LUJÁN 15 (y Av. MITRE) · SARANDÍ · AVELLANEDA · BUENOS AIRES",-58.3399012,-34.6873913
"75",107,"EJÉRCITO","COMPAÑÍA DE TELECOMUNICACIONES 141",FALSE,"CAMPO LOS ANDES · TUNUYÁN · MENDOZA",-69.1764999,-33.7003941
"76",108,"ESTABLECIMIENTO PRIVADO","INGENIO ""BELLA VISTA""",FALSE,"BELLA VISTA · LEALES · TUCUMÁN",-65.3032404,-27.0293086
"77",109,"EJÉRCITO","COMANDO DE CUERPO DE EJÉRCITO I / REGIMIENTO DE INFANTERÍA 1 ""PATRICIOS""   UNIDAD DE COMANDO ZONA 1 / UNIDAD DE COMANDO ÁREA II",FALSE,"Palermo · CAPITAL FEDERAL",-58.4265317,-34.5780655
"78",110,"POLICÍA PROVINCIAL","COMANDO RADIOELÉCTRICO / UNIDAD REGIONAL LA PLATA",FALSE,"Calle 12 Nº 1375 (entre 60 y 61) · LA PLATA · BUENOS AIRES",-57.9895557,-34.8934688
"79",111,"SERVICIO PENITENCIARIO PROVINCIAL","UNIDAD PENAL 6 DE RÍO CUARTO",FALSE,"Av. SABATTINI 2652 · RÍO CUARTO · CÓRDOBA",-64.3561137,-33.1446095
"80",112,"SERVICIO PENITENCIARIO FEDERAL","UNIDAD PENAL DE VILLA GORRITI",FALSE,"LEANDRO N. ALEM 250 · SAN SALVADOR DE JUJUY · DR. MANUEL BELGRANO · JUJUY",-65.2943287,-24.1927878
"81",113,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE MORÓN (HAEDO)",FALSE,"TACUARÍ 690 · HAEDO · MORÓN · BUENOS AIRES",-58.5865002,-34.6470634
"82",114,"POLICÍA PROVINCIAL","COMISARÍA 5ª DE LA PLATA",TRUE,"Calle 24 entre Diag. 74 y 63 · LA PLATA · BUENOS AIRES",-57.9536287,-34.9375778
"83",115,"POLICÍA PROVINCIAL","COMISARÍA 8ª DE LA PLATA (VILLA ELVIRA)",FALSE,"Av. 7 y 74 · VILLA ELVIRA · LA PLATA · BUENOS AIRES",-57.9256708,-34.932791
"84",116,"POLICÍA PROVINCIAL","COMISARÍA 9ª DE LA PLATA",FALSE,"Calle 5 Nº 1310 (esq. 59) · LA PLATA · BUENOS AIRES",-57.9572719,-34.9335102
"85",118,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE LA PLATA",FALSE,"Av. 38 Nº 645 (entre 7 y 8) · LA PLATA · BUENOS AIRES",-57.969879,-34.9017906
"86",119,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE LA PLATA",FALSE,"Av. 53 Nº 740 (entre 9 y 10) · LA PLATA · BUENOS AIRES",-57.9718771,-34.9036515
"87",120,"POLICÍA PROVINCIAL","COMISARÍA 2ª DE LANÚS",FALSE,"GRAL. O'HIGGINS 1861 · LANÚS ESTE · LANÚS · BUENOS AIRES",-58.387394,-34.708054
"88",122,"POLICÍA FEDERAL","COMISARÍA 11ª DE CAPITAL FEDERAL",FALSE,"Av. DÍAZ VÉLEZ 5152 (o 4633) · Caballito · CAPITAL FEDERAL",-58.4394074,-34.6090641
"89",123,"POLICÍA FEDERAL","COMISARÍA 17ª DE CAPITAL FEDERAL",FALSE,"Av. LAS HERAS 1861 · Recoleta · CAPITAL FEDERAL",-58.392232,-34.591124
"90",124,"POLICÍA FEDERAL","COMISARÍA 18ª DE CAPITAL FEDERAL",FALSE,"Av. SAN JUAN 1757 · Constitución · CAPITAL FEDERAL",-58.39072,-34.6225063
"91",125,"POLICÍA FEDERAL","COMISARÍA 22ª DE CAPITAL FEDERAL",FALSE,"Av. ING. HUERGO 640 · Monserrat · CAPITAL FEDERAL",-58.3666516,-34.6149694
"92",126,"POLICÍA FEDERAL","COMISARÍA 29ª DE CAPITAL FEDERAL",FALSE,"SANTOS DUMONT 4350 · Chacarita · CAPITAL FEDERAL",-58.452707,-34.592138
"93",127,"POLICÍA FEDERAL","COMISARÍA 35ª DE CAPITAL FEDERAL",FALSE,"CUBA 3145 · Núñez · CAPITAL FEDERAL",-58.4635694,-34.551311
"94",128,"POLICÍA FEDERAL","COMISARÍA 36ª DE CAPITAL FEDERAL",FALSE,"PEDERNERA 3405 · Villa Soldati · CAPITAL FEDERAL",-58.4319159,-34.6603982
"95",129,"POLICÍA FEDERAL","COMISARÍA 37ª DE CAPITAL FEDERAL",FALSE,"JURAMENTO 4367 · Villa Urquiza · CAPITAL FEDERAL",-58.4759129,-34.5730475
"96",130,"POLICÍA FEDERAL","COMISARÍA 39ª DE CAPITAL FEDERAL",FALSE,"Av. OLAZÁBAL 5437 · Villa Urquiza · CAPITAL FEDERAL",-58.490099,-34.5786319
"97",131,"POLICÍA FEDERAL","COMISARÍA 43ª DE CAPITAL FEDERAL",FALSE,"CHIVILCOY 453 · Floresta · CAPITAL FEDERAL",-58.483725,-34.6288
"98",132,"POLICÍA FEDERAL","COMISARÍA 44ª DE CAPITAL FEDERAL",FALSE,"MANUEL PORCEL DE PERALTA 726 · Versalles · CAPITAL FEDERAL",-58.5241182,-34.6295777
"99",133,"POLICÍA FEDERAL","COMISARÍA 50ª DE CAPITAL FEDERAL",FALSE,"Av. GAONA 2738 · Flores · CAPITAL FEDERAL",-58.4649026,-34.6160844
"100",134,"POLICÍA PROVINCIAL","COMISARÍA 4ª DE SANTA FE",FALSE,"TUCUMÁN 3595 (y DR. ZAVALLA) · SANTA FE · LA CAPITAL · SANTA FE",-60.719376,-31.643819
"101",135,"POLICÍA PROVINCIAL","COMISARÍA 8ª DE SANTA FE",FALSE,"Av. GRAL. PAZ 7374 · SANTA FE · LA CAPITAL · SANTA FE",-60.6750148,-31.6043215
"102",136,"POLICÍA PROVINCIAL","COMISARÍA DE UNQUILLO",FALSE,"RÍO NEGRO s/nº · UNQUILLO · COLÓN · CÓRDOBA",-64.3167114,-31.2341309
"103",137,"POLICÍA FEDERAL","DELEGACIÓN ""NEUQUÉN"" DE LA POLICÍA FEDERAL",FALSE,"SANTIAGO DEL ESTERO 130 · NEUQUÉN · CONFLUENCIA · NEUQUÉN",-68.0651555,-38.9536047
"104",138,"POLICÍA PROVINCIAL","COMISARÍA DE RAWSON",FALSE,"RAWSON · CHUBUT",-65.0994873,-43.2998581
"105",140,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE ALTE. BROWN (ADROGUÉ)",FALSE,"TOLL 1580 · ADROGUÉ · ALTE. BROWN · BUENOS AIRES",-58.384833,-34.7985483
"106",141,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE ESTEBAN ECHEVERRÍA (MONTE GRANDE)",FALSE,"Av. E. SANTAMARINA 474 · MONTE GRANDE · ESTEBAN ECHEVERRÍA · BUENOS AIRES",-58.4656094,-34.8187422
"107",142,"POLICÍA PROVINCIAL","COMISARÍA 1ª DE SAN NICOLÁS",FALSE,"RIVADAVIA entre CARLOS PELLEGRINI y GARIBALDI · SAN NICOLÁS DE LOS ARROYOS · SAN NICOLÁS · BUENOS AIRES",-58.3807281,-34.608382
"108",144,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE LA PROVINCIA DE SAN JUAN",FALSE,"ENTRE RÍOS (S) 579 · SAN JUAN · CAPITAL · SAN JUAN",-68.5271089,-31.5413222
"109",146,"POLICÍA PROVINCIAL","JEFATURA DE POLICÍA DE RÍO CUARTO / DEPARTAMENTO DE INFORMACIONES",FALSE,"RÍO CUARTO · CÓRDOBA",-64.3493441,-33.1231585
"110",147,"POLICÍA PROVINCIAL","BRIGADA DE INVESTIGACIONES DE LA PLATA (ROBOS Y HURTOS)",FALSE,"Calle 55 Nº 930 (entre 13 y 14) · LA PLATA · BUENOS AIRES                                                                                DIRECCIÓN GRAL. DE INVESTIGACIONES",-57.9531392,-34.9235513
"111",148,"ESTABLECIMIENTO PRIVADO","EL MOTEL",FALSE,"Ruta Nac. Nº 9 Km 1301 (frente a Compañía de Arsenales 5 ""Miguel de Azcuénaga"") · TAFÍ VIEJO · TUCUMÁN",-65.2670288,-26.7324791
"112",149,"POLICÍA FEDERAL","DELEGACIÓN ""SALTA"" DE LA POLICÍA FEDERAL",FALSE,"SANTIAGO DEL ESTERO 952 · SALTA · CAPITAL · SALTA",-65.4153917,-24.784515
"113",150,"POLICÍA FEDERAL","DELEGACIÓN ""PARANÁ"" DE LA POLICÍA FEDERAL",FALSE,"Av. RIVADAVIA 181 · PARANÁ · ENTRE RÍOS",-60.5304789,-31.7262647
"114",154,"PREFECTURA NAVAL","ESCUELA DE MARINERÍA DE ZÁRATE (PREFECTURA NAVAL)",FALSE,"APOLO XI s/nº (Puerto Zárate) · ZÁRATE · BUENOS AIRES",-59.0242302,-34.0957811
"115",155,"GENDARMERÍA NACIONAL","ESCUADRÓN 13 ""IGUAZÚ"" DE GENDARMERÍA NACIONAL",FALSE,"Av. VICTORIA AGUIRRE 850 · PUERTO IGUAZÚ · IGUAZÚ · MISIONES",-54.5705199,-25.6036127
"116",157,"EJÉRCITO","ESCUELITA DE BAHÍA BLANCA",FALSE,"Camino DE LA CARRINDANGA (a 320 m de calle LUIS EMILIO VERA) · BAHÍA BLANCA · BUENOS AIRES                                                       COMANDO DE CUERPO DE EJÉRCITO V",-62.2316107,-38.6777223
"117",163,"EJÉRCITO","FÁBRICA MILITAR DE ARMAS ""DOMINGO MATHEU""",FALSE,"Av. OVIDIO LAGOS 5200 · ROSARIO · SANTA FE",-60.6743638,-32.9926884
"118",164,"ESTABLECIMIENTO EDUCATIVO","ESCUELITA DE FAMAILLÁ (ESCUELA ""DIEGO DE ROJAS"")                                              ""OPERATIVO INDEPENDENCIA""",TRUE,"Ruta Interpueblo (Nº 323) _ camino a Ingenio ""La Fronterita"" · FAMAILLÁ · TUCUMÁN",-65.4603604,-27.0309295
"119",165,"ESTABLECIMIENTO PRIVADO","BASE MILITAR EN INGENIO ""LA FRONTERITA""",FALSE,"INGENIO FRONTERITA · FAMAILLÁ · TUCUMÁN",-65.4603604,-27.0309295
